;FE;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth
163;16.218;68.226;0.0;0.0;0.0;93.184;0.0;328.8282;519.2653;0.0;0.4592;816.408;16.9344;10209.5527;7.2712;0.3259;161.9368;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;164;0.0;0.0;0.0;0.0
164;15.1032;72.3028;0.0;0.0;0.0;93.7518;0.0;290.1727;525.3416;0.0;0.713;812.6608;16.5749;11807.7314;7.0704;0.4936;164.6892;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;165;0.0;0.0;0.0;0.0
165;15.5363;56.9869;0.0;0.0;0.0;95.4546;0.0;322.8291;559.8629;0.0;0.3533;800.1533;15.433;11782.3528;7.9582;0.3545;165.5753;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;166;0.0;0.0;0.0;0.0
166;15.9404;43.2613;0.0;0.0;0.0;95.7592;0.0;363.6687;589.6457;0.0;0.7604;882.0811;15.7219;10132.9281;7.2879;0.2933;167.4618;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;167;0.0;0.0;0.0;0.0
167;16.3639;43.6062;0.0;0.0;0.0;93.2249;0.0;323.6696;501.1726;0.0;0.2918;775.7095;16.8962;11522.8847;7.1276;0.4211;172.0274;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;168;0.0;0.0;0.0;0.0
168;16.6355;61.9509;0.0;0.0;0.0;93.3025;0.0;325.4846;542.2432;0.0;0.9691;807.9536;16.9101;11561.0324;7.0357;0.2128;162.7028;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;169;0.0;0.0;0.0;0.0
169;16.1219;50.2089;0.0;0.0;0.0;95.0173;0.0;213.8388;535.7472;0.0;0.488;771.0007;15.958;10694.8515;7.4557;0.4136;186.7776;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;170;0.0;0.0;0.0;0.0
170;16.7403;60.6837;0.0;0.0;0.0;95.0819;0.0;395.6329;512.225;0.0;0.2379;749.5293;15.7155;11729.1697;7.5629;0.4949;163.9509;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;171;0.0;0.0;0.0;0.0
171;16.5352;65.1719;0.0;0.0;0.0;93.0823;0.0;378.5677;566.3397;0.0;0.5257;820.216;16.4469;10239.6885;7.0839;0.3388;180.0415;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;172;0.0;0.0;0.0;0.0
172;15.7696;61.7936;0.0;0.0;0.0;94.6952;0.0;255.2293;517.9775;0.0;0.2558;783.9724;15.0561;10742.6495;7.8241;0.2196;181.524;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;173;0.0;0.0;0.0;0.0
173;15.7989;60.1585;0.0;0.0;0.0;93.3769;0.0;372.3823;581.2017;0.0;0.2667;730.0604;15.395;11441.2039;7.0639;0.3105;194.7423;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;174;0.0;0.0;0.0;0.0
174;16.3925;58.4012;0.0;0.0;0.0;93.1266;0.0;228.5424;524.9336;0.0;0.2116;855.6623;15.8842;10004.4498;7.81;0.3909;168.2955;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;175;0.0;0.0;0.0;0.0
175;16.7806;62.844;0.0;0.0;0.0;94.1959;0.0;330.6632;579.9539;0.0;0.2894;821.5075;15.7272;10689.5106;7.629;0.2658;191.3755;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;176;0.0;0.0;0.0;0.0
176;15.0544;74.6686;0.0;0.0;0.0;93.3235;0.0;296.0922;501.8887;0.0;0.4081;831.4632;16.5445;10842.7486;7.6959;0.2975;173.2164;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;177;0.0;0.0;0.0;0.0
177;16.9096;73.9328;0.0;0.0;0.0;94.1607;0.0;222.6892;518.3135;0.0;0.117;763.7443;16.5786;10993.0094;7.9788;0.2611;176.462;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;178;0.0;0.0;0.0;0.0
178;16.0151;53.7535;0.0;0.0;0.0;93.3436;0.0;396.8371;588.6193;0.0;0.7904;848.7759;15.5858;11907.5109;7.2513;0.4087;184.6325;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;179;0.0;0.0;0.0;0.0
179;15.2902;40.4328;0.0;0.0;0.0;95.6395;0.0;340.534;567.618;0.0;0.3142;866.8525;16.0761;10496.1412;7.4341;0.4667;194.1338;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;180;0.0;0.0;0.0;0.0
180;15.9799;45.8803;0.0;0.0;0.0;94.7349;0.0;311.0401;526.4918;0.0;0.7894;839.0829;16.7017;11905.2865;7.8199;0.4584;174.2617;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;181;0.0;0.0;0.0;0.0
181;16.7777;70.0398;0.0;0.0;0.0;95.2597;0.0;345.0405;549.8469;0.0;0.4482;718.8312;15.005;11259.7758;7.0245;0.4824;191.8875;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;182;0.0;0.0;0.0;0.0
182;15.9888;72.8256;0.0;0.0;0.0;93.3581;0.0;269.2544;572.374;0.0;0.8316;865.2937;15.4473;10964.9614;7.5494;0.4938;165.3997;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;183;0.0;0.0;0.0;0.0
183;15.6708;62.3066;0.0;0.0;0.0;95.2834;0.0;272.1329;551.8944;0.0;0.8007;720.6283;15.5455;11601.3057;7.0081;0.37;160.5788;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;184;0.0;0.0;0.0;0.0
184;16.829;42.9946;0.0;0.0;0.0;93.8673;0.0;383.9489;500.3668;0.0;0.72;882.3465;16.0249;10281.1942;7.6353;0.4029;173.0408;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;185;0.0;0.0;0.0;0.0
185;16.0548;47.6526;0.0;0.0;0.0;95.5505;0.0;293.3428;554.5753;0.0;0.6343;767.7311;15.269;10558.4825;7.2254;0.444;161.6882;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;186;0.0;0.0;0.0;0.0
186;15.4547;53.1623;0.0;0.0;0.0;93.0345;0.0;208.8366;543.0687;0.0;0.5087;709.5548;15.9243;10829.3257;7.1684;0.2161;193.6708;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;187;0.0;0.0;0.0;0.0
187;16.5791;65.722;0.0;0.0;0.0;95.6839;0.0;304.4652;588.3827;0.0;0.0638;751.2748;16.8311;11328.9882;7.2734;0.2725;165.206;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;188;0.0;0.0;0.0;0.0
188;16.9364;70.1634;0.0;0.0;0.0;94.241;0.0;274.8583;593.2459;0.0;0.4053;853.2552;16.515;11448.7534;7.289;0.4498;166.1807;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;189;0.0;0.0;0.0;0.0
189;15.1123;48.7892;0.0;0.0;0.0;93.9704;0.0;398.9017;513.7394;0.0;0.6527;859.8353;16.3088;10699.2769;7.8161;0.4546;195.7422;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;190;0.0;0.0;0.0;0.0
190;16.6808;75.4928;0.0;0.0;0.0;94.49;0.0;385.1936;526.8073;0.0;0.5755;864.4919;16.2523;11143.081;7.864;0.399;163.6938;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;191;0.0;0.0;0.0;0.0
191;16.8843;70.0752;0.0;0.0;0.0;95.9185;0.0;343.5245;598.5536;0.0;0.5281;721.0018;16.9825;11222.3185;7.5207;0.4139;187.1676;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;192;0.0;0.0;0.0;0.0
192;15.8478;67.1469;0.0;0.0;0.0;95.5859;0.0;288.8824;530.5849;0.0;0.2022;876.7395;16.8453;10654.5627;7.3776;0.2263;171.4691;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;193;0.0;0.0;0.0;0.0
193;15.9521;69.8474;0.0;0.0;0.0;95.375;0.0;226.7684;580.7573;0.0;0.8977;860.3156;15.8664;11167.8877;7.4218;0.2891;190.8478;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;194;0.0;0.0;0.0;0.0
194;16.622;44.9382;0.0;0.0;0.0;95.5158;0.0;359.5234;528.1833;0.0;0.05;790.7128;15.0126;10745.7766;7.8749;0.4699;198.7802;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;195;0.0;0.0;0.0;0.0
195;16.6572;72.1354;0.0;0.0;0.0;94.7766;0.0;244.6352;565.4746;0.0;0.4861;888.7584;16.1087;10720.7802;7.7695;0.3747;177.3231;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;196;0.0;0.0;0.0;0.0
196;16.0201;60.1463;0.0;0.0;0.0;95.6042;0.0;392.1405;528.1169;0.0;0.1256;744.9102;16.0084;11566.22;7.2543;0.3431;175.369;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;197;0.0;0.0;0.0;0.0
197;16.4471;75.3188;0.0;0.0;0.0;95.955;0.0;314.8276;521.5579;0.0;0.9201;819.7757;15.2051;11871.9857;7.8541;0.2498;171.6059;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;198;0.0;0.0;0.0;0.0
198;16.3655;77.9854;0.0;0.0;0.0;94.3325;0.0;378.3687;588.1313;0.0;0.2994;847.3527;15.1286;10681.6761;7.5718;0.2874;185.733;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;199;0.0;0.0;0.0;0.0
199;16.0618;62.1706;0.0;0.0;0.0;95.2848;0.0;248.9069;516.1059;0.0;0.8448;864.0833;15.4133;10430.3998;7.017;0.4817;170.5009;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;200;0.0;0.0;0.0;0.0
200;1.0538;0.0;0.0;47.2685;101.8899;94.2824;0.0;221.9502;528.5677;0.0;0.0;757.0541;15.0345;11108.7103;7.9398;4.1502;161.3495;83.4896;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;201;0.0;0.0;0.0;0.0
201;1.1457;0.0;0.0;47.1844;107.7185;95.5589;0.0;273.5522;563.7795;0.0;0.0;705.4777;15.2347;10086.4888;7.9115;6.3803;190.4533;86.6737;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;202;0.0;0.0;0.0;0.0
202;1.2942;0.0;0.0;32.4288;90.0618;94.2191;0.0;373.3844;557.8691;0.0;0.0;894.0657;16.0041;10338.2911;7.7287;3.4296;187.4621;97.5807;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;203;0.0;0.0;0.0;0.0
203;1.1094;0.0;0.0;48.1321;103.0002;94.3065;0.0;237.9704;553.9072;0.0;0.0;779.4988;16.9282;11630.1022;7.2774;3.5617;178.6578;81.012;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;204;0.0;0.0;0.0;0.0
204;1.0487;0.0;0.0;46.467;105.4589;93.2127;0.0;377.286;563.9102;0.0;0.0;861.0462;16.2118;10202.887;7.7738;4.4167;164.9351;88.9857;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;205;0.0;0.0;0.0;0.0
205;1.3461;0.0;0.0;39.7213;96.0047;95.8902;0.0;215.9711;577.5585;0.0;0.0;876.063;16.5596;11696.9852;7.4906;4.6612;171.7584;112.3505;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;206;0.0;0.0;0.0;0.0
206;1.1038;0.0;0.0;43.9118;84.845;94.7658;0.0;329.4593;542.8153;0.0;0.0;756.5198;16.3372;11040.6953;7.4465;6.9496;167.8382;113.1992;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;207;0.0;0.0;0.0;0.0
207;1.463;0.0;0.0;38.7558;99.9561;93.8661;0.0;381.3141;529.2279;0.0;0.0;817.6616;16.6647;10050.7633;7.9351;6.4625;160.7902;92.8052;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;208;0.0;0.0;0.0;0.0
208;1.2896;0.0;0.0;34.9249;95.3867;95.3033;0.0;221.2821;558.8171;0.0;0.0;714.498;15.8211;10196.2499;7.3144;6.5794;178.3295;103.2152;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;209;0.0;0.0;0.0;0.0
209;1.0957;0.0;0.0;39.0387;101.2923;93.0066;0.0;293.2077;554.2135;0.0;0.0;858.7335;15.2995;11164.9525;7.2789;4.147;196.4945;98.2584;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;210;0.0;0.0;0.0;0.0
210;1.5591;0.0;0.0;41.142;95.7722;93.1669;0.0;358.8199;570.4025;0.0;0.0;729.8472;16.2594;10588.3926;7.4411;3.3759;169.6831;103.3068;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;211;0.0;0.0;0.0;0.0
211;1.1658;0.0;0.0;37.933;93.8384;93.7434;0.0;319.0284;582.6304;0.0;0.0;792.0168;15.1744;10299.782;7.235;4.6737;198.9673;88.0837;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;212;0.0;0.0;0.0;0.0
212;1.1008;0.0;0.0;44.3795;100.9241;95.6561;0.0;271.7311;532.2319;0.0;0.0;759.4336;16.2824;11666.1307;7.4828;5.302;195.0349;102.1005;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;213;0.0;0.0;0.0;0.0
213;1.2536;0.0;0.0;45.4115;106.0917;93.9196;0.0;276.7509;590.2966;0.0;0.0;764.2108;15.3025;11772.7406;7.9996;6.798;161.6154;109.3483;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;214;0.0;0.0;0.0;0.0
214;1.1004;0.0;0.0;37.0421;97.9474;94.1847;0.0;357.5854;520.6567;0.0;0.0;739.342;15.1066;11989.6796;7.3843;4.3631;186.8761;107.0729;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;215;0.0;0.0;0.0;0.0
215;1.4213;0.0;0.0;30.8342;88.7608;94.905;0.0;364.5753;539.7592;0.0;0.0;871.5748;15.9199;10350.0315;7.0795;6.0265;194.2638;107.629;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;216;0.0;0.0;0.0;0.0
216;1.5946;0.0;0.0;48.689;97.1922;95.9049;0.0;287.0485;501.3997;0.0;0.0;894.7985;16.3756;10727.1958;7.2815;3.2702;173.9757;101.9761;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;217;0.0;0.0;0.0;0.0
217;1.0079;0.0;0.0;38.3467;106.0508;93.7347;0.0;338.7014;551.6508;0.0;0.0;749.9893;15.9954;11584.8623;7.77;6.6207;178.8787;111.899;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;218;0.0;0.0;0.0;0.0
218;1.2565;0.0;0.0;45.7794;89.0669;95.7513;0.0;261.7705;503.3405;0.0;0.0;754.2596;15.3284;10082.709;7.2116;3.3856;187.5989;95.818;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;219;0.0;0.0;0.0;0.0
219;1.4646;0.0;0.0;39.4236;86.5123;95.2174;0.0;374.3393;539.6033;0.0;0.0;886.503;15.5198;11374.1985;7.7595;6.6005;196.1448;109.367;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;220;0.0;0.0;0.0;0.0
220;1.1085;0.0;0.0;45.8234;87.8547;94.2513;0.0;234.4354;597.917;0.0;0.0;825.688;15.2584;11301.6367;7.3416;5.1514;175.0608;96.166;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;221;0.0;0.0;0.0;0.0
221;1.503;0.0;0.0;38.3885;104.2546;93.6005;0.0;253.4822;533.2536;0.0;0.0;753.2807;16.6425;10288.5749;7.4226;6.314;181.2433;113.329;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;222;0.0;0.0;0.0;0.0
222;1.595;0.0;0.0;37.1911;88.3903;93.5254;0.0;344.5372;555.8231;0.0;0.0;890.873;15.3694;10366.4607;7.9847;4.7943;182.3806;97.7598;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;223;0.0;0.0;0.0;0.0
223;1.3636;0.0;0.0;42.6654;86.166;95.8459;0.0;224.8133;504.9137;0.0;0.0;838.4396;15.5585;10139.0841;7.0258;3.442;194.5488;110.5357;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;224;0.0;0.0;0.0;0.0
224;1.2556;0.0;0.0;45.4889;90.2941;94.3119;0.0;279.8259;556.0662;0.0;0.0;712.2287;15.7789;10454.1826;7.3298;3.6806;173.7922;100.5166;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;225;0.0;0.0;0.0;0.0
225;1.08;0.0;0.0;38.1912;95.2204;95.2752;0.0;211.6009;562.1418;0.0;0.0;724.1483;16.1209;11446.2508;7.555;5.5379;192.7951;90.4983;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;226;0.0;0.0;0.0;0.0
226;1.5956;0.0;0.0;43.2675;80.202;93.9616;0.0;385.7874;507.8521;0.0;0.0;870.7338;16.0442;10690.6228;7.1123;4.5251;167.8933;105.7036;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;180.0;80.0;25.0;33.3;1.0;4000.0;227;0.0;0.0;0.0;0.0
